resultsTargetWeights;resultsAlignWeights;resultsCohesionWeights;resultsSeparateWeights;resultsNumPreys;resultsNumPredators
0.6009088;0.3724077;0.4356365;0.4435904;16;21
0.6000494;0.3724039;0.435607;0.4438464;16;21
0.599216;0.3724003;0.4355777;0.444099;17;21
0.62197;0.3506355;0.4099284;0.4769848;17;21
0.6212347;0.3506316;0.4099011;0.4772165;17;21
0.6205229;0.3506278;0.409874;0.4774446;17;21
0.6198346;0.3506243;0.409847;0.4776688;17;21
0.6191693;0.350621;0.4098204;0.4778891;17;21
0.6185265;0.3506181;0.4097939;0.4781054;17;21
0.6179056;0.3506156;0.4097677;0.4783173;17;21
0.6118172;0.3506135;0.409508;0.4808742;17;21
0.6156793;0.350612;0.4096794;0.4791131;17;21
0.6759495;0.3506111;0.4108412;0.4647236;17;21
0.603456;0.350611;0.409084;0.4848158;17;21
0.679169;0.3506118;0.4108468;0.4640826;17;21
0.6017616;0.3506135;0.4089549;0.4858611;17;21
0.6096053;0.3506165;0.4093306;0.4821361;18;21
0.6240613;0.3312207;0.3862387;0.5142832;18;21
0.6578918;0.3312164;0.3869224;0.504932;18;21
0.659691;0.3312138;0.3868151;0.503382;18;21
0.6338934;0.3312083;0.3867503;0.5092334;18;21
0.6335207;0.3312046;0.38673;0.5093871;18;21
0.6331624;0.3312021;0.3866398;0.5096081;18;21
0.6328175;0.3311987;0.3866897;0.5096819;17;21
0.6108763;0.3506742;0.3606785;0.484203;17;21
0.6105384;0.3506726;0.3606584;0.484347;17;21
0.6102135;0.3506718;0.3606389;0.4844861;17;21
0.6099006;0.3506719;0.3606199;0.48462;17;21
0.6095995;0.3506731;0.3606014;0.4847488;17;21
0.6093097;0.3506757;0.3605835;0.484872;18;21
0.6306905;0.3313376;0.3405352;0.5135522;18;21
0.6304364;0.3313428;0.3405194;0.5136579;18;21
0.6301911;0.3313496;0.3405044;0.5137575;18;21
0.6299542;0.3313586;0.34049;0.5138507;18;21
0.6297252;0.3313698;0.3404763;0.5139369;18;21
0.6295033;0.3313838;0.3404633;0.5140155;17;21
0.653689;0.2920715;0.3026949;0.5307526;17;21
